,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,MonthlyCharges,TotalCharges,Churn
3479,Female,0,No,No,4,Yes,No,No,No,No,No,No,Month-to-month,45.3,196.95,1
543,Male,0,No,No,10,Yes,No,No,No,No,Yes,No,Month-to-month,86.05,834.1,1
1460,Male,0,No,No,5,Yes,No,Yes,Yes,No,No,No,Month-to-month,85.3,424.15,1
3285,Male,0,Yes,No,67,Yes,Yes,Yes,No,Yes,No,Yes,Two year,69.2,4671.65,0
3532,Female,0,No,No,15,Yes,No,No,Yes,No,No,Yes,Month-to-month,59.45,892.65,1
2713,Male,0,No,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.45,20.45,0
6396,Female,1,Yes,No,36,Yes,No,Yes,No,No,Yes,No,Month-to-month,91.95,3301.05,0
1421,Male,1,No,No,9,Yes,No,No,No,No,No,Yes,Month-to-month,84.4,732.5,1
1412,Female,0,Yes,No,15,Yes,No,No,Yes,No,Yes,No,Month-to-month,84.3,1308.4,1
6358,Female,0,Yes,Yes,72,Yes,Yes,No,Yes,Yes,Yes,Yes,Two year,80.45,5886.85,0
923,Female,0,Yes,No,63,Yes,Yes,Yes,No,No,Yes,Yes,One year,79.7,4786.15,0
1588,Female,1,No,No,50,Yes,No,Yes,No,Yes,Yes,Yes,One year,106.8,5347.95,0
6031,Female,1,Yes,Yes,12,No,No,No,No,Yes,No,No,Month-to-month,29.3,355.9,0
743,Female,0,Yes,Yes,61,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,24.1,1551.6,0
2246,Female,0,Yes,Yes,1,Yes,Yes,No,Yes,No,Yes,Yes,Month-to-month,102.45,102.45,1
4342,Female,1,No,No,52,Yes,Yes,No,Yes,No,No,No,Two year,59.85,3103.25,0
6723,Male,0,No,No,46,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,20.05,902.0,0
3007,Female,1,No,No,32,Yes,No,Yes,No,No,No,No,Month-to-month,74.4,2276.95,1
1993,Female,0,Yes,Yes,1,Yes,No,No,No,No,No,No,Month-to-month,45.7,45.7,1
3766,Female,1,No,No,1,Yes,Yes,No,Yes,No,No,No,Month-to-month,55.8,55.8,1
6136,Female,0,Yes,Yes,46,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,20.25,890.35,0
6459,Male,1,Yes,No,51,No,No,Yes,No,No,No,No,Month-to-month,29.45,1459.35,0
1845,Male,0,No,No,69,No,No,Yes,Yes,No,No,No,One year,35.75,2492.25,0
7026,Female,0,No,No,9,Yes,No,No,No,No,No,No,Month-to-month,44.2,403.35,1
6062,Female,1,No,No,53,Yes,No,Yes,No,No,No,No,Month-to-month,73.8,4003.85,0
4184,Male,1,Yes,No,5,Yes,No,No,Yes,No,No,No,Month-to-month,79.9,343.95,1
5560,Male,0,Yes,No,61,Yes,No,Yes,Yes,Yes,No,Yes,Month-to-month,94.15,5731.85,0
5547,Female,0,No,No,3,Yes,No,No,No,No,Yes,Yes,Month-to-month,89.45,240.45,1
934,Female,0,No,No,12,No,Yes,No,No,Yes,No,No,One year,33.6,435.45,0
4460,Male,0,Yes,No,18,Yes,No,No,Yes,Yes,No,No,Month-to-month,78.2,1468.75,0
1953,Male,0,No,Yes,1,Yes,No,Yes,No,No,No,No,Month-to-month,75.35,75.35,1
3424,Male,0,No,No,10,Yes,No,No,No,No,Yes,Yes,Month-to-month,89.5,863.1,1
2191,Female,1,No,No,1,Yes,No,No,No,No,Yes,Yes,Month-to-month,91.3,91.3,1
4784,Female,0,No,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.55,19.55,0
3954,Male,1,Yes,No,17,Yes,No,No,No,No,Yes,Yes,Month-to-month,94.8,1563.9,0
4088,Male,0,No,No,7,Yes,No,No,No,No,No,No,Month-to-month,73.6,520.0,1
1145,Female,0,Yes,No,32,Yes,Yes,No,No,No,No,No,Month-to-month,75.5,2324.7,0
6544,Female,1,No,No,42,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,104.75,4323.45,1
4770,Female,0,Yes,Yes,6,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,19.7,94.45,0
324,Male,0,No,No,69,No,Yes,Yes,No,Yes,Yes,Yes,Two year,60.05,4176.7,0
6255,Male,1,Yes,No,69,Yes,Yes,No,Yes,Yes,Yes,Yes,One year,110.55,7610.1,0
6180,Female,1,No,No,66,Yes,Yes,No,No,No,Yes,Yes,Two year,102.4,6471.85,0
6421,Female,0,No,No,21,Yes,Yes,Yes,No,Yes,Yes,No,Two year,71.05,1524.85,0
2103,Male,1,Yes,No,11,Yes,No,No,No,No,No,No,Month-to-month,70.2,834.7,0
4749,Male,0,No,No,5,Yes,No,No,No,Yes,No,No,Month-to-month,49.2,216.9,1
6967,Male,1,No,No,25,Yes,No,Yes,No,No,Yes,No,Month-to-month,89.5,2196.15,1
2281,Female,0,No,No,16,Yes,No,No,Yes,No,No,Yes,Month-to-month,65.2,1043.35,1
4795,Female,0,Yes,No,53,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,20.8,1021.8,1
2592,Female,0,No,No,12,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.45,246.25,0
4289,Female,0,No,No,54,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,20.1,1079.45,0
5269,Male,0,No,No,10,Yes,No,Yes,No,No,Yes,No,Month-to-month,59.65,638.95,0
794,Female,0,No,No,6,No,No,No,No,No,Yes,Yes,Month-to-month,45.0,298.7,0
2850,Male,1,Yes,No,60,Yes,No,No,No,Yes,Yes,Yes,Month-to-month,99.0,6017.9,0
622,Male,0,Yes,Yes,40,Yes,No,No,Yes,No,Yes,No,One year,85.05,3355.65,0
1880,Male,0,No,No,2,Yes,No,No,No,No,No,Yes,Month-to-month,86.0,165.45,1
1901,Female,0,No,No,12,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,20.15,260.7,0
5210,Male,0,Yes,No,53,No,No,Yes,Yes,Yes,Yes,Yes,One year,60.45,3184.25,1
3207,Female,0,No,No,5,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.65,92.05,0
2444,Female,1,No,No,31,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,99.95,3186.65,1
6404,Male,0,No,No,52,Yes,Yes,No,Yes,Yes,Yes,Yes,Two year,109.3,5731.4,0
1126,Male,0,No,No,7,Yes,No,No,Yes,No,No,No,Month-to-month,74.65,544.55,1
5765,Female,1,Yes,No,68,Yes,Yes,Yes,No,No,No,Yes,One year,96.55,6581.9,1
565,Male,0,Yes,Yes,71,Yes,Yes,No,Yes,Yes,No,Yes,Two year,70.85,4973.4,0
6862,Female,1,No,No,4,Yes,No,No,Yes,No,No,Yes,Month-to-month,88.85,372.45,1
327,Female,1,No,No,2,Yes,No,No,No,No,No,No,Month-to-month,70.35,139.05,1
6265,Female,0,No,No,2,Yes,No,No,No,No,No,No,Month-to-month,45.25,74.2,0
4796,Female,0,Yes,No,55,Yes,Yes,No,No,No,Yes,Yes,One year,94.75,5276.1,0
6832,Female,0,Yes,Yes,53,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,20.9,1146.05,0
4287,Female,1,Yes,No,66,Yes,No,No,Yes,Yes,Yes,Yes,One year,105.95,6975.25,1
5299,Female,1,Yes,No,28,Yes,No,No,No,Yes,Yes,Yes,Month-to-month,101.3,2812.2,1
2468,Male,0,Yes,No,4,No,No,Yes,No,No,Yes,Yes,Month-to-month,48.55,201.0,1
5231,Male,1,Yes,No,16,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,98.75,1587.55,1
6056,Female,0,No,No,58,Yes,Yes,Yes,Yes,Yes,No,No,One year,71.1,4299.2,0
2629,Male,0,No,No,2,Yes,No,No,No,No,No,No,Month-to-month,70.7,140.7,1
4038,Female,0,No,No,60,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,20.6,1093.0,0
610,Male,0,Yes,Yes,9,No,No,Yes,No,No,No,No,Month-to-month,29.95,248.95,1
2295,Male,0,No,No,1,No,No,No,No,No,No,No,Month-to-month,25.15,25.15,1
5484,Male,0,Yes,Yes,69,Yes,No,No,No,Yes,Yes,Yes,Two year,99.35,6856.45,0
5177,Male,1,Yes,No,36,Yes,No,No,No,No,No,Yes,Month-to-month,84.1,3021.6,1
4120,Male,0,Yes,Yes,26,Yes,No,No,No,No,No,Yes,One year,78.95,2034.25,0
2932,Male,1,Yes,No,55,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,113.6,6292.7,0
1898,Female,1,No,No,5,Yes,No,No,No,No,No,Yes,Month-to-month,78.95,378.4,1
4048,Female,0,Yes,Yes,58,No,Yes,No,Yes,Yes,Yes,Yes,Two year,59.75,3624.35,0
4746,Male,0,No,No,2,Yes,No,No,No,No,No,No,Month-to-month,76.5,162.45,1
4045,Female,0,No,No,14,Yes,No,No,No,No,No,No,Month-to-month,71.0,914.0,1
6806,Female,0,Yes,No,40,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.1,780.1,0
3640,Male,1,Yes,No,29,Yes,No,Yes,Yes,No,No,Yes,Month-to-month,95.9,2745.2,1
3909,Male,0,No,No,11,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.55,223.15,0
2282,Male,1,Yes,Yes,66,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,99.5,6822.15,1
2264,Male,0,No,No,70,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,114.95,7711.25,0
3879,Male,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,45.75,45.75,1
4881,Male,0,Yes,No,28,Yes,No,No,No,Yes,No,No,Month-to-month,76.55,2065.4,0
4788,Male,0,No,No,59,Yes,No,No,Yes,No,No,No,Two year,54.15,3116.15,0
5504,Male,1,Yes,No,44,Yes,No,Yes,No,No,No,Yes,One year,88.4,3912.9,1
6232,Female,0,No,No,5,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,100.5,514.0,1
1650,Female,0,No,No,1,Yes,No,No,No,No,No,Yes,Month-to-month,85.8,85.8,1
20,Male,1,No,No,1,No,No,No,Yes,No,No,Yes,Month-to-month,39.65,39.65,1
3482,Male,0,No,No,19,Yes,No,No,No,No,No,No,Month-to-month,45.0,865.85,0
499,Female,0,No,No,12,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-month,99.7,1238.45,1
4272,Male,0,Yes,No,56,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,25.15,1327.15,1
4536,Male,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,69.35,69.35,1
1017,Female,0,No,No,64,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,24.4,1601.2,0
3983,Male,0,No,No,1,No,No,No,No,No,No,No,Month-to-month,24.25,24.25,1
6732,Female,0,No,No,24,Yes,No,No,No,Yes,No,Yes,Month-to-month,89.55,2259.35,0
4182,Female,1,No,No,29,Yes,No,No,No,Yes,Yes,Yes,Month-to-month,98.65,2862.75,1
6506,Female,0,No,No,13,Yes,No,No,No,No,No,Yes,Month-to-month,84.6,1115.2,1
6256,Female,0,No,No,1,No,No,No,No,No,No,Yes,Month-to-month,35.05,35.05,1
2552,Female,0,Yes,No,47,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,26.9,1250.85,0
1675,Female,0,No,No,29,Yes,No,No,No,No,Yes,No,Month-to-month,78.9,2384.15,1
1589,Female,1,No,No,7,Yes,No,Yes,Yes,No,Yes,No,Month-to-month,64.95,493.65,0
6076,Female,0,Yes,Yes,65,Yes,Yes,Yes,Yes,No,No,No,One year,61.35,3874.1,0
6074,Male,0,Yes,No,1,No,No,No,No,No,No,No,Month-to-month,23.45,23.45,1
2509,Female,0,Yes,No,72,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,25.25,1841.2,0
6493,Male,0,Yes,No,17,No,No,No,Yes,Yes,Yes,Yes,One year,54.6,934.8,0
687,Male,1,No,No,2,Yes,Yes,No,No,No,No,No,Month-to-month,49.25,91.1,1
2094,Female,0,No,No,18,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.65,391.7,0
6947,Male,0,Yes,Yes,68,Yes,No,Yes,No,No,Yes,Yes,One year,101.05,6770.5,0
1649,Female,0,No,No,27,Yes,No,Yes,No,Yes,No,No,Month-to-month,56.15,1439.35,0
384,Male,0,No,No,48,Yes,No,Yes,Yes,No,Yes,Yes,Two year,108.1,5067.45,0
5827,Male,0,Yes,Yes,34,Yes,No,No,Yes,No,No,Yes,Month-to-month,90.05,3097.0,0
6811,Male,0,Yes,No,1,No,No,No,Yes,No,Yes,Yes,Month-to-month,50.35,50.35,1
6703,Female,0,No,No,2,No,No,No,No,No,Yes,Yes,Month-to-month,45.25,85.5,1
6748,Female,1,No,No,1,Yes,No,No,Yes,No,No,Yes,Month-to-month,85.0,85.0,1
2290,Female,0,Yes,No,13,No,No,No,Yes,No,Yes,Yes,Month-to-month,48.75,633.4,1
6631,Male,0,Yes,No,25,Yes,No,No,Yes,No,No,No,Month-to-month,55.55,1405.3,0
1222,Male,0,Yes,Yes,64,Yes,Yes,No,Yes,Yes,Yes,No,Two year,69.25,4447.75,0
4804,Female,0,No,No,61,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One year,118.6,7365.7,0
5610,Female,0,No,No,3,Yes,No,No,No,No,No,No,Month-to-month,75.5,220.6,1
1242,Female,0,Yes,No,21,No,Yes,No,No,No,No,No,Month-to-month,28.5,629.35,0
5522,Female,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,70.15,70.15,1
3534,Female,0,No,Yes,46,Yes,Yes,Yes,No,Yes,Yes,Yes,One year,105.2,4822.85,1
1973,Male,0,Yes,Yes,72,Yes,Yes,No,Yes,Yes,Yes,Yes,Two year,80.8,5728.55,0
6739,Male,0,No,No,4,Yes,No,No,No,No,No,Yes,Month-to-month,55.9,238.5,0
6649,Male,0,Yes,Yes,6,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.85,138.85,0
3607,Female,0,No,No,13,Yes,Yes,No,No,Yes,No,No,One year,55.15,742.9,0
4986,Female,0,No,No,12,Yes,No,No,No,Yes,No,No,Month-to-month,79.55,958.25,0
5362,Male,0,Yes,Yes,65,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,24.75,1715.1,0
5497,Male,0,Yes,Yes,49,No,No,Yes,No,No,Yes,Yes,One year,51.8,2541.25,1
3364,Female,0,Yes,No,21,Yes,Yes,No,Yes,No,Yes,Yes,Month-to-month,103.9,2254.2,1
783,Female,0,No,No,1,Yes,No,No,No,Yes,No,No,Month-to-month,52.2,52.2,1
2611,Male,0,Yes,No,10,Yes,No,No,No,No,No,No,Month-to-month,70.3,738.2,1
2740,Female,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,44.4,44.4,1
336,Female,0,No,No,43,Yes,No,Yes,Yes,No,Yes,Yes,Two year,104.6,4759.85,1
1290,Male,1,Yes,No,72,Yes,Yes,Yes,Yes,No,Yes,Yes,Two year,84.45,5899.85,0
3868,Female,0,Yes,Yes,21,Yes,No,Yes,No,No,No,No,Month-to-month,74.05,1565.7,1
3371,Female,0,Yes,Yes,11,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.25,180.3,1
3942,Male,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,42.9,42.9,1
2112,Female,0,No,No,33,Yes,Yes,No,No,Yes,No,No,One year,59.4,1952.8,0
3849,Female,0,Yes,No,58,Yes,Yes,Yes,Yes,No,Yes,Yes,Two year,109.45,6144.55,1
3793,Female,0,No,No,9,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.25,186.15,0
3621,Female,0,Yes,Yes,2,No,No,No,No,No,No,No,Month-to-month,24.4,36.55,1
1279,Male,0,Yes,No,25,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,20.95,495.15,0
1512,Female,0,Yes,Yes,14,Yes,No,No,No,No,Yes,No,Month-to-month,84.8,1203.9,0
1820,Female,0,Yes,No,6,Yes,No,No,No,No,No,No,Month-to-month,45.65,323.45,0
1739,Male,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,69.9,69.9,1
3221,Male,0,No,No,3,No,No,No,No,Yes,No,No,Month-to-month,29.75,96.85,0
786,Male,0,Yes,Yes,72,Yes,Yes,No,No,No,No,No,Two year,55.3,3983.6,0
3657,Female,0,Yes,Yes,37,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,24.1,861.85,0
1924,Female,1,Yes,Yes,22,Yes,No,No,No,No,Yes,No,Month-to-month,85.35,1961.6,0
6080,Male,0,No,No,1,No,Yes,No,No,No,No,No,Month-to-month,29.7,29.7,1
3899,Female,1,Yes,No,52,Yes,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,109.1,5647.95,0
4143,Male,0,No,No,25,Yes,No,No,No,No,No,Yes,Month-to-month,84.8,2043.45,1
1533,Female,0,No,No,14,Yes,No,No,Yes,No,No,No,Month-to-month,75.35,1025.95,1
2124,Male,0,Yes,No,5,No,No,No,No,No,No,No,Month-to-month,24.95,100.4,1
3115,Female,0,No,No,13,Yes,No,Yes,Yes,No,No,No,Month-to-month,84.45,1058.6,1
873,Female,0,No,No,60,No,No,Yes,No,No,Yes,Yes,Month-to-month,50.8,3027.4,1
3344,Male,0,No,No,10,Yes,No,No,No,No,No,No,Month-to-month,74.15,811.8,1
3335,Male,0,No,No,12,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,25.0,316.2,0
6776,Female,1,Yes,No,62,Yes,Yes,No,Yes,Yes,Yes,Yes,Two year,79.95,4819.75,0
5048,Female,1,Yes,No,54,Yes,No,No,Yes,Yes,Yes,Yes,One year,99.1,5437.1,0
1897,Male,1,Yes,No,30,Yes,No,Yes,No,No,No,No,Month-to-month,50.4,1527.5,1
2185,Male,0,Yes,Yes,24,Yes,Yes,No,No,No,No,No,Month-to-month,54.75,1338.15,1
3373,Female,1,No,No,2,Yes,No,No,No,No,No,No,Month-to-month,75.45,158.4,1
3005,Female,1,No,No,24,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.3,459.95,0
233,Female,0,No,No,72,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,20.25,1566.9,0
5267,Male,1,Yes,No,9,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,19.85,183.15,0
1258,Female,0,No,No,47,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,20.15,1046.2,0
4151,Female,1,No,No,57,No,No,Yes,Yes,No,Yes,Yes,Month-to-month,55.0,3094.05,0
2536,Male,0,No,No,25,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,25.3,676.35,1
39,Female,0,No,No,11,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,97.85,1105.4,1
491,Female,0,No,No,2,Yes,No,Yes,No,No,Yes,No,Month-to-month,59.0,114.15,0
642,Male,0,No,No,1,Yes,No,No,No,No,Yes,Yes,Month-to-month,89.55,89.55,1
2288,Female,0,No,No,5,Yes,No,Yes,No,No,Yes,No,Month-to-month,85.3,420.45,0
5130,Male,0,No,No,8,No,Yes,No,No,No,No,No,Month-to-month,30.45,226.45,1
4042,Male,0,No,No,5,Yes,No,Yes,No,No,No,No,Month-to-month,51.35,262.3,0
2357,Female,0,Yes,No,67,Yes,Yes,Yes,Yes,No,No,Yes,One year,75.1,5064.45,0
639,Male,0,Yes,No,10,Yes,No,No,No,No,No,Yes,Month-to-month,85.25,855.3,1
520,Male,0,Yes,Yes,67,Yes,No,Yes,Yes,No,Yes,Yes,One year,105.4,6989.45,0
6858,Female,0,Yes,Yes,25,Yes,No,No,Yes,No,No,Yes,Month-to-month,89.1,2368.4,1
6490,Male,0,No,No,26,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,19.4,525.55,0
3911,Male,0,No,No,18,Yes,Yes,No,No,No,No,No,Month-to-month,49.4,874.8,1
1708,Male,0,No,No,4,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-month,74.4,299.7,1
1014,Male,0,Yes,Yes,18,Yes,No,No,Yes,No,No,Yes,Month-to-month,57.45,990.85,1
676,Female,0,No,No,48,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,24.55,1203.95,0
2826,Female,0,Yes,No,13,Yes,No,No,No,No,No,No,One year,43.8,592.65,0
1338,Male,0,No,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.15,20.15,1
5980,Female,0,No,No,17,Yes,Yes,Yes,No,Yes,Yes,Yes,One year,79.85,1387.35,0
3563,Male,1,No,No,30,Yes,Yes,No,No,No,No,Yes,Month-to-month,90.5,2595.85,0
223,Male,0,Yes,No,4,Yes,No,No,No,Yes,No,No,Month-to-month,50.05,179.35,1
2686,Male,1,No,No,19,Yes,No,No,Yes,No,No,No,Month-to-month,79.85,1471.75,1
5181,Male,0,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,90.8,6397.6,0
6302,Female,0,No,No,5,Yes,No,No,No,No,No,No,Month-to-month,75.55,413.65,1
6199,Male,1,No,No,43,Yes,No,No,No,No,Yes,Yes,Month-to-month,89.55,3856.75,1
4520,Male,0,Yes,Yes,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.95,19.95,1
5488,Male,1,Yes,No,45,Yes,No,Yes,Yes,Yes,Yes,No,One year,98.7,4525.8,0
5695,Female,0,Yes,No,72,Yes,Yes,No,No,No,No,No,Two year,80.45,5737.6,0
556,Female,0,No,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.9,19.9,0
5965,Male,0,Yes,Yes,36,Yes,Yes,No,Yes,No,No,Yes,One year,63.7,2188.5,0
138,Male,0,No,Yes,57,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.6,1170.55,0
744,Female,0,No,No,5,Yes,No,No,No,No,No,No,Month-to-month,44.05,202.15,0
779,Male,0,No,No,2,Yes,No,No,No,No,No,No,Month-to-month,45.35,89.5,1
2904,Male,0,No,No,25,Yes,No,No,No,No,No,No,Month-to-month,70.95,1767.35,1
4759,Male,0,No,No,1,Yes,No,No,No,No,Yes,No,Month-to-month,78.95,78.95,1
5969,Female,0,No,No,31,Yes,Yes,No,Yes,Yes,No,No,Month-to-month,87.6,2724.25,0
5414,Male,0,No,No,64,Yes,No,Yes,No,Yes,Yes,Yes,One year,105.65,6903.1,1
654,Female,1,No,No,8,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.65,164.3,1
2363,Male,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,44.75,44.75,0
6821,Female,0,No,No,18,Yes,No,No,No,Yes,Yes,Yes,Month-to-month,99.85,1776.95,1
208,Female,0,No,No,19,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,106.6,1934.45,1
1682,Male,0,Yes,No,72,Yes,Yes,Yes,Yes,No,Yes,Yes,Two year,85.25,6083.1,0
50,Female,1,No,No,43,Yes,No,Yes,No,No,Yes,No,Month-to-month,90.25,3838.75,0
552,Male,0,Yes,Yes,55,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.35,1153.25,0
2070,Female,0,No,No,49,Yes,Yes,Yes,No,No,No,No,Month-to-month,59.75,2934.3,1
4853,Female,0,No,No,53,Yes,No,Yes,Yes,Yes,No,Yes,One year,94.45,5042.75,0
5359,Female,1,No,No,10,No,No,No,No,Yes,No,No,Month-to-month,29.65,291.4,1
5182,Male,0,No,No,12,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,24.95,280.4,0
3958,Male,0,Yes,No,16,Yes,No,No,No,No,No,No,Month-to-month,73.85,1284.2,1
570,Female,0,Yes,Yes,60,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.25,1103.25,0
969,Female,0,No,No,2,Yes,No,No,No,No,Yes,Yes,Month-to-month,96.0,174.8,1
4266,Male,0,No,No,62,Yes,Yes,Yes,No,Yes,No,Yes,One year,102.0,6529.25,1
4965,Female,0,No,No,6,No,No,No,Yes,No,Yes,Yes,Month-to-month,47.95,305.1,1
957,Male,0,No,No,4,Yes,Yes,No,Yes,No,No,No,Month-to-month,56.75,245.15,0
4254,Male,0,Yes,No,29,Yes,Yes,Yes,No,No,No,No,Month-to-month,84.45,2467.1,1
4647,Male,0,Yes,Yes,4,Yes,No,No,No,No,No,No,Month-to-month,45.25,155.35,0
646,Male,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,45.7,45.7,1
110,Male,0,Yes,No,55,Yes,Yes,Yes,No,No,Yes,No,Month-to-month,96.75,5238.9,1
5870,Male,0,Yes,Yes,5,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,25.9,135.0,1
2161,Female,0,No,No,2,Yes,No,No,Yes,No,No,No,Month-to-month,75.8,160.75,1
6857,Male,0,Yes,Yes,58,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,92.85,5305.05,0
